entry,subentry,pt,eta,phi,mass
2572,0,32.179306,0.48797607,-3.0952148,0.10571289
2575,0,40.99887,-1.3935547,-0.5253906,0.10571289
2575,1,40.96514,-2.2895508,2.5170898,0.10571289
2575,2,25.814026,-0.75183105,0.016731262,0.10571289
2576,0,50.718754,1.0561523,-1.4753418,0.10571289
2577,0,46.032448,-0.7524414,-2.5078125,0.10571289
2577,1,35.904167,-1.8049316,0.31402588,0.10571289
2577,2,16.8559,-1.8659668,1.3981934,0.10571289
2580,0,31.729265,0.85717773,0.032470703,0.10571289
2586,0,49.91645,1.9538574,-2.4174805,0.10571289
2586,1,40.659077,1.7441406,1.0163574,0.10571289
2592,0,59.802464,-0.98339844,0.8890381,0.10571289
2592,1,59.032425,-0.30871582,-2.4384766,0.10571289
2592,2,39.944176,-0.5205078,-0.015485764,0.10571289
2592,3,34.279636,-0.13623047,-2.9580078,0.10571289
2596,0,27.806948,-0.7364502,1.5490723,0.10571289
2596,1,20.407581,1.2270508,-1.7866211,0.10571289
2603,0,55.36826,2.1918945,0.9547119,0.10571289
2603,1,44.095764,1.9680176,-2.3041992,0.10571289
2604,0,18.729654,-0.45129395,2.881836,0.10571289
2605,0,53.87208,1.682373,1.2424316,0.10571289
2606,0,15.185521,-0.27178955,-1.4138184,0.10571289
2613,0,41.58373,2.071289,-3.0498047,0.10571289
2614,0,10.799553,-2.2451172,-0.85668945,0.10571289
2616,0,11.480865,-1.619873,0.23742676,0.10571289
2625,0,26.865103,-1.59375,0.024921417,0.10571289
2625,1,20.631033,-0.70092773,-0.6296387,0.10571289
2627,0,15.541542,-1.2495117,2.2382812,0.10571289
2629,0,45.106087,0.36462402,2.040039,0.10571289
2631,0,56.195282,1.8195801,-1.9260254,0.10571289
2634,0,25.43225,1.2624512,-0.5111084,0.10571289
2637,0,28.876677,-1.3076172,0.604126,0.10571289
2643,0,39.546318,1.0490723,-1.2790527,0.10571289
2643,1,30.641369,1.206543,1.2368164,0.10571289
2648,0,37.413754,-1.3679199,1.3425293,0.10571289
2648,1,34.066635,-1.0432129,2.9624023,0.10571289
2653,0,12.428236,0.41589355,0.32122803,0.10571289
2654,0,44.92005,0.30285645,-0.13677979,0.10571289
2663,0,12.819412,-0.94311523,2.838379,0.10571289
2664,0,75.293106,-1.4521484,-1.2902832,0.10571289
2664,1,29.768576,-1.3417969,1.7089844,0.10571289
2665,0,43.635693,0.7363281,0.40167236,0.10571289
2670,0,58.09315,1.3293457,2.4804688,0.10571289
2670,1,55.487446,1.3847656,0.67456055,0.10571289
2671,0,55.86166,1.9865723,-0.33648682,0.10571289
2679,0,31.582926,1.2602539,0.29815674,0.10571289
2680,0,10.528129,1.2785645,-2.8183594,0.10571289
2689,0,41.056904,1.9553223,2.046875,0.10571289
2689,1,22.115524,0.24969482,-0.9539795,0.10571289
2691,0,12.105017,-1.3920898,0.79663086,0.10571289
2696,0,92.188194,-1.9267578,-1.0231934,0.10571289
2696,1,15.532829,-2.3354492,-0.55078125,0.10571289
2706,0,20.32627,1.1408691,2.8530273,0.10571289
2706,1,11.430473,0.80700684,3.0166016,0.10571289
2709,0,30.723742,-2.1210938,2.6987305,0.10571289
2712,0,28.848406,-1.7756348,1.3076172,0.10571289
2715,0,44.885822,-1.253418,3.0029297,0.10571289
2715,1,27.194542,-1.0217285,-0.28881836,0.10571289
2719,0,33.639286,-1.2849121,-0.58288574,0.10571289
2719,1,17.283968,0.2869873,2.9023438,0.10571289
2721,0,56.857876,-0.00023853779,-0.42333984,0.10571289
2721,1,35.915478,0.28985596,2.4555664,0.10571289
2723,0,12.447963,2.3330078,-1.1535645,0.10571289
2731,0,19.76694,1.2687988,1.2431641,0.10571289
2736,0,54.996048,-1.9960938,-1.0979004,0.10571289
2736,1,37.83916,-2.0761719,1.9284668,0.10571289
2737,0,18.089573,0.55126953,-2.1010742,0.10571289
2739,0,49.232155,1.9084473,-0.4428711,0.10571289
2739,1,32.753235,-0.31036377,2.5405273,0.10571289
2739,2,28.841002,2.0473633,2.8779297,0.10571289
2744,0,31.144173,-1.376709,-1.625,0.10571289
2745,0,22.452044,-1.5515137,2.2924805,0.10571289
2748,0,14.425326,0.016586304,2.3969727,0.10571289
2750,0,28.117437,0.9517822,-1.7067871,0.10571289
2750,1,21.18813,-0.38061523,0.5411377,0.10571289
2751,0,27.186842,1.6350098,0.44628906,0.10571289
2753,0,22.27448,0.72888184,-2.4614258,0.10571289
2753,1,20.736595,1.7814941,-0.59350586,0.10571289
2755,0,20.69607,-1.5163574,1.4055176,0.10571289
2755,1,15.590372,-1.1013184,-0.5703125,0.10571289
2756,0,53.569027,-1.2770996,-1.53125,0.10571289
2756,1,53.250862,2.0473633,-2.913086,0.10571289
2756,2,47.159554,1.5214844,1.2832031,0.10571289
2756,3,45.706272,-0.4416504,0.5780029,0.10571289
2759,0,29.89528,-2.1054688,-2.7480469,0.10571289
2759,1,10.810817,-2.2612305,-1.6132812,0.10571289
2767,0,11.621822,0.4006958,1.5778809,0.10571289
2768,0,22.234632,-0.90979004,0.2571411,0.10571289
2768,1,15.880935,-0.26513672,2.6933594,0.10571289
2773,0,19.707388,-1.1027832,0.49066162,0.10571289
2774,0,23.344538,-0.52233887,-2.2348633,0.10571289
2774,1,15.4337225,-1.2045898,-0.34069824,0.10571289
2775,0,16.812107,-1.2363281,2.7348633,0.10571289
2776,0,14.258466,1.1594238,0.66845703,0.10571289
2777,0,39.839718,1.3886719,0.6422119,0.10571289
2777,1,39.43698,1.0292969,-2.5839844,0.10571289
2784,0,62.56723,-2.1049805,-2.637207,0.10571289
2787,0,34.014256,-1.9121094,-1.5625,0.10571289
2787,1,18.36818,-0.9055176,1.5725098,0.10571289
2788,0,43.401333,0.43060303,0.657959,0.10571289
2788,1,42.216774,1.121582,-2.7319336,0.10571289
2790,0,46.09449,1.7104492,-0.0010421276,0.10571289
2790,1,16.075254,1.2053223,0.4257202,0.10571289
2792,0,14.814549,1.6369629,-1.324707,0.10571289
2792,1,13.851696,1.3671875,2.097168,0.10571289
2794,0,53.006336,-0.097076416,-1.1225586,0.10571289
2794,1,13.718091,-2.2348633,-0.014362335,0.10571289
2795,0,42.174927,-1.0559082,-1.8308105,0.10571289
2795,1,35.23228,-0.90686035,1.2937012,0.10571289
2805,0,11.632108,2.3652344,1.6628418,0.10571289
2807,0,19.439795,0.40863037,-2.659668,0.10571289
2807,1,11.896223,0.6381836,0.2543335,0.10571289
2808,0,38.45791,-2.2700195,2.8735352,0.10571289
2808,1,13.009508,-0.822876,-0.53881836,0.10571289
2809,0,117.04922,-1.0483398,0.7282715,0.10571289
2809,1,15.879193,-0.12286377,-1.7092285,0.10571289
2810,0,46.317215,2.1879883,1.9812012,0.10571289
2810,1,46.150692,1.6901855,-0.6795654,0.10571289
2812,0,135.62186,-1.0175781,-0.84606934,0.10571289
2812,1,12.363866,-1.9968262,3.041504,0.10571289
2816,0,12.064071,-1.3771973,-0.88500977,0.10571289
2824,0,41.150085,1.0881348,0.008796692,0.10571289
2824,1,22.173855,-1.1484375,-1.9458008,0.10571289
2826,0,18.706251,0.89331055,1.6679688,0.10571289
2826,1,10.48774,0.14501953,2.3041992,0.10571289
2827,0,52.15443,0.119400024,-0.23950195,0.10571289
2827,1,20.353241,0.22436523,1.9882812,0.10571289
2827,2,13.13943,0.060775757,-2.1000977,0.10571289
2827,3,12.45219,-0.3567505,-1.4621582,0.10571289
2830,0,36.66822,1.2924805,-1.2302246,0.10571289
2831,0,46.999557,0.6900635,-1.8244629,0.10571289
2831,1,16.602839,-1.4921875,1.3798828,0.10571289
2831,2,12.20589,0.067840576,-1.4836426,0.10571289
2832,0,42.601944,0.8227539,0.14685059,0.10571289
2832,1,26.429369,0.8592529,-3.043457,0.10571289
2832,2,16.901428,1.4416504,-2.7236328,0.10571289
2836,0,47.53479,-0.96032715,2.4663086,0.10571289
2836,1,26.041595,0.5443115,-0.8699951,0.10571289
2836,2,19.85538,-0.45092773,-0.16827393,0.10571289
2841,0,42.515404,-0.030982971,-2.633789,0.10571289
2841,1,40.724377,0.9265137,0.20111084,0.10571289
2841,2,11.137754,0.92211914,1.3669434,0.10571289
2843,0,66.17463,-0.07170105,2.472168,0.10571289
2843,1,53.401413,1.3256836,-0.8198242,0.10571289
2843,2,23.913988,-0.2260437,0.13388062,0.10571289
2848,0,14.769548,0.61657715,0.8685303,0.10571289
2848,1,11.546848,0.66882324,1.2751465,0.10571289
2856,0,12.36715,0.92993164,-2.0327148,0.10571289
2857,0,28.137403,1.5666504,-2.7509766,0.10571289
2859,0,62.71954,2.3652344,-0.6866455,0.10571289
2862,0,28.078793,-0.8269043,-1.4001465,0.10571289
2862,1,26.46968,-2.03125,2.9248047,0.10571289
2862,2,22.41109,-0.055541992,0.25610352,0.10571289
2867,0,26.992952,1.1916504,1.7436523,0.10571289
2867,1,21.487104,2.3115234,-1.5610352,0.10571289
2872,0,16.026064,1.7509766,0.6956787,0.10571289
2875,0,86.076164,0.6953125,0.83374023,0.10571289
2878,0,17.72196,0.67004395,0.20193481,0.10571289
2879,0,11.945711,1.5058594,0.42913818,0.10571289
2880,0,24.112,-1.7565918,-2.6000977,0.10571289
2880,1,22.173412,-1.1411133,1.1071777,0.10571289
2881,0,34.973797,1.6108398,-0.54125977,0.10571289
2882,0,30.636127,-1.8349609,3.0361328,0.10571289
2884,0,33.816143,0.4338379,-1.6520996,0.10571289
2884,1,11.219897,-1.8269043,2.2368164,0.10571289
2885,0,39.23373,1.0839844,0.10015869,0.10571289
2885,1,36.66819,0.34857178,-2.9467773,0.10571289
2888,0,22.77328,-1.621582,-2.8613281,0.10571289
2888,1,17.654627,-0.38580322,0.6308594,0.10571289
2889,0,13.849626,-2.0708008,1.8757324,0.10571289
2891,0,28.193298,-1.1188965,2.1738281,0.10571289
2893,0,17.174221,1.1105957,0.8631592,0.10571289
2893,1,14.490354,1.8132324,0.3206787,0.10571289
2894,0,35.341213,2.1958008,-0.25756836,0.10571289
2895,0,15.722414,-0.81359863,-1.3076172,0.10571289
2900,0,25.016533,2.3032227,2.1230469,0.10571289
2906,0,16.205189,1.6726074,2.2197266,0.10571289
2909,0,45.30032,0.9608154,-1.8415527,0.10571289
2909,1,22.364088,1.1037598,1.8911133,0.10571289
2911,0,21.413645,-0.74194336,-0.77233887,0.10571289
2911,1,11.341818,-1.918457,2.7368164,0.10571289
2912,0,14.96946,-2.3603516,2.4814453,0.10571289
2915,0,11.293795,-1.0568848,-2.8930664,0.10571289
2920,0,71.43691,0.9083252,-2.8051758,0.10571289
2920,1,68.45275,0.6776123,-0.14486694,0.10571289
2920,2,30.907976,0.40325928,2.4472656,0.10571289
2920,3,29.867891,1.0366211,0.3850708,0.10571289
2925,0,19.31396,-0.29608154,1.2961426,0.10571289
2925,1,11.652038,-0.6555176,-0.087402344,0.10571289
2928,0,30.446623,-1.5429688,-1.1726074,0.10571289
2929,0,146.97282,1.0285645,-2.4799805,0.10571289
2929,1,32.39853,1.1142578,2.3652344,0.10571289
2932,0,56.705704,0.09509277,1.885498,0.10571289
2932,1,39.350853,1.3061523,3.0454102,0.10571289
2937,0,28.641964,-1.9169922,2.4331055,0.10571289
2937,1,19.338911,-2.3051758,2.0751953,0.10571289
2940,0,32.891766,-0.8433838,1.3781738,0.10571289
2940,1,29.69273,0.8831787,-2.0722656,0.10571289
2945,0,36.13192,-1.0864258,0.5070801,0.10571289
2945,1,16.882696,0.28723145,-2.5473633,0.10571289
2948,0,301.1364,-0.98535156,1.3088379,0.10571289
2948,1,170.17882,-2.0717773,2.3125,0.10571289
2948,2,150.7198,-2.0742188,1.7468262,0.10571289
2949,0,30.922676,1.8679199,-0.41296387,0.10571289
2951,0,17.413057,-0.031440735,-0.5007324,0.10571289
2952,0,65.85961,1.8652344,-1.7624512,0.10571289
2953,0,77.1886,-1.0734863,3.1347656,0.10571289
2953,1,31.954685,-0.5880127,-0.93481445,0.10571289
2954,0,10.548826,-2.399414,1.1716309,0.10571289
2958,0,45.07234,1.8979492,2.597168,0.10571289
2958,1,15.149925,1.4875488,-0.22839355,0.10571289
2959,0,14.277243,-0.95129395,2.9433594,0.10571289
2960,0,61.999863,-0.8795166,-2.7641602,0.10571289
2960,1,21.196383,-2.0654297,1.7446289,0.10571289
2961,0,17.616793,1.4262695,-1.0148926,0.10571289
2961,1,13.435653,2.024414,-2.0009766,0.10571289
2963,0,147.10872,-2.166504,-1.7268066,0.10571289
2965,0,39.92084,1.1689453,2.1289062,0.10571289
2965,1,36.207355,1.2043457,-1.0334473,0.10571289
2965,2,10.866867,1.1091309,-1.3110352,0.10571289
2972,0,33.85793,-2.3154297,2.9360352,0.10571289
2972,1,30.386612,-1.6687012,-0.5229492,0.10571289
2972,2,20.041508,-1.6999512,-0.10871887,0.10571289
2978,0,142.05344,-1.3151855,-1.9807129,0.10571289
2978,1,27.28828,-0.6378174,2.9399414,0.10571289
2988,0,26.033855,-2.1572266,-2.756836,0.10571289
2989,0,43.39934,1.4645996,1.9929199,0.10571289
2989,1,10.877171,-0.5057373,-2.5405273,0.10571289
2992,0,17.964417,-1.2097168,-2.864746,0.10571289
2999,0,57.975258,-2.1079102,1.3955078,0.10571289
3000,0,43.30081,-0.8790283,0.77770996,0.10571289
3000,1,39.987633,-0.81311035,-2.475586,0.10571289
3001,0,12.008782,0.002439499,1.2197266,0.10571289
3010,0,24.537298,2.1586914,2.1328125,0.10571289
3010,1,17.142899,1.5961914,2.2280273,0.10571289
3012,0,17.491646,2.3637695,-1.1799316,0.10571289
3013,0,12.328426,1.8168945,1.2246094,0.10571289
3016,0,57.611084,-1.5004883,0.33642578,0.10571289
3016,1,55.889862,-0.41253662,-1.3430176,0.10571289
3018,0,36.877743,-0.1946106,-2.043457,0.10571289
3019,0,136.91573,-1.3828125,-1.8410645,0.10571289
3019,1,86.26099,-1.3188477,1.4909668,0.10571289
3019,2,65.653076,-0.9544678,2.7055664,0.10571289
3019,3,61.682953,-0.458313,0.6536865,0.10571289
3021,0,28.720528,-2.2089844,-0.07058716,0.10571289
3021,1,26.344807,-0.34985352,-2.9091797,0.10571289
3030,0,13.482691,2.2451172,-1.1801758,0.10571289
3031,0,33.530422,-0.89575195,0.64868164,0.10571289
3031,1,20.388128,-0.08370972,-3.0488281,0.10571289
3035,0,14.159829,0.86987305,-2.2021484,0.10571289
3038,0,31.592869,0.13305664,-2.2314453,0.10571289
3044,0,17.501116,-0.38916016,-0.5147705,0.10571289
3044,1,13.801681,-0.53063965,0.56359863,0.10571289
3045,0,37.82151,-0.0124492645,3.1088867,0.10571289
3045,1,23.831165,1.1083984,-0.22390747,0.10571289
3047,0,33.79858,-2.0454102,-2.4013672,0.10571289
3050,0,13.191671,-0.38433838,-2.3408203,0.10571289
3053,0,21.211948,-0.74243164,3.0854492,0.10571289
3057,0,32.846195,1.8105469,-1.6862793,0.10571289
3057,1,16.928045,-0.05658722,2.1293945,0.10571289
3060,0,17.398678,1.8769531,-0.42559814,0.10571289
3060,1,15.2632675,2.1503906,-0.34301758,0.10571289
3061,0,21.841084,-0.3293457,-0.5307617,0.10571289
3070,0,23.122244,-0.15386963,0.27630615,0.10571289
3071,0,26.617014,0.044189453,2.1171875,0.10571289
3073,0,35.001125,1.1738281,-1.1230469,0.10571289
3073,1,31.771242,1.121582,2.3364258,0.10571289
3074,0,12.615268,-0.73706055,0.68444824,0.10571289
3076,0,48.539913,-0.095840454,0.19616699,0.10571289
3076,1,16.66101,2.1313477,3.1376953,0.10571289
3080,0,10.751912,0.27435303,-0.49853516,0.10571289
3082,0,41.24906,-0.80981445,1.5405273,0.10571289
3082,1,14.726981,0.44354248,-1.5236816,0.10571289
3084,0,27.356724,1.333252,1.5026855,0.10571289
3084,1,11.110813,-0.57629395,-2.1567383,0.10571289
3090,0,30.981642,-0.5467529,2.6186523,0.10571289
3091,0,32.4216,1.2678223,1.6853027,0.10571289
3091,1,17.866825,-0.8519287,-1.0612793,0.10571289
3092,0,35.29142,1.1401367,-0.541626,0.10571289
3092,1,31.612751,-0.46954346,2.5385742,0.10571289
3096,0,24.434364,1.4626465,-0.14828491,0.10571289
3097,0,10.188781,-2.270996,1.3208008,0.10571289
3099,0,17.254654,-1.9572754,-2.1201172,0.10571289
3101,0,48.74665,0.9468994,1.7873535,0.10571289
3101,1,17.555431,0.17312622,-1.4504395,0.10571289
3102,0,73.496346,2.0732422,-1.2844238,0.10571289
3102,1,44.063534,-0.13659668,2.758789,0.10571289
3102,2,37.376015,1.5170898,0.68518066,0.10571289
3102,3,23.23816,0.8742676,0.6125488,0.10571289
3106,0,77.05575,-1.375,-0.84973145,0.10571289
3109,0,18.345177,-0.39276123,0.47906494,0.10571289
3116,0,19.739658,-2.0341797,-3.0615234,0.10571289
3118,0,11.413774,2.2543945,2.737793,0.10571289
3118,1,10.889296,2.0708008,1.1264648,0.10571289
3119,0,11.888229,-0.8474121,-0.48706055,0.10571289
3122,0,40.2286,0.8956299,-1.576416,0.10571289
3122,1,34.23254,1.4360352,1.5527344,0.10571289
3124,0,17.455975,1.3813477,-2.9936523,0.10571289
3125,0,31.643263,0.5699463,-0.12738037,0.10571289
3125,1,31.61743,-0.39526367,0.049041748,0.10571289
3126,0,34.6444,-2.3134766,-1.4223633,0.10571289
3127,0,20.634031,1.6479492,2.6582031,0.10571289
3127,1,10.684408,1.1386719,-0.8586426,0.10571289
3133,0,41.92204,0.49969482,-1.2177734,0.10571289
3133,1,36.410667,1.2780762,1.564209,0.10571289
3138,0,19.388468,0.12478638,0.81481934,0.10571289
3139,0,16.76904,-0.111968994,2.9360352,0.10571289
3141,0,40.13853,1.2038574,1.0991211,0.10571289
3141,1,37.58327,1.7856445,-1.8066406,0.10571289
3142,0,23.399727,0.7943115,1.6398926,0.10571289
3146,0,30.61605,0.7414551,-2.6030273,0.10571289
3160,0,83.93537,1.7954102,0.29840088,0.10571289
3160,1,26.206665,1.1140137,-2.272461,0.10571289
3161,0,23.027733,-0.3902588,-0.9505615,0.10571289
3163,0,19.526573,-1.1193848,-1.3208008,0.10571289
3163,1,16.012281,1.0307617,1.8017578,0.10571289
3163,2,10.928672,-0.7636719,-0.022968292,0.10571289
3165,0,64.65183,0.64416504,-1.6330566,0.10571289
3165,1,41.807774,1.067627,0.4241333,0.10571289
3167,0,206.05841,-0.6422119,-0.9772949,0.10571289
3167,1,43.148834,-0.41864014,-1.4091797,0.10571289
3170,0,74.49307,-2.3496094,2.0063477,0.10571289
3170,1,40.182167,-1.5581055,0.3614502,0.10571289
3171,0,47.435085,1.4562988,-2.2026367,0.10571289
3171,1,28.34743,1.4660645,0.76342773,0.10571289
3174,0,17.470573,-0.7906494,-1.9284668,0.10571289
3181,0,10.511916,1.4038086,-1.7119141,0.10571289
3184,0,18.57898,-1.0107422,1.7370605,0.10571289
3187,0,26.13585,-0.6948242,-1.074707,0.10571289
3190,0,35.424126,-0.96765137,1.3339844,0.10571289
3190,1,12.610098,-0.89953613,2.8339844,0.10571289
3193,0,15.258264,2.3955078,-2.8261719,0.10571289
3200,0,55.31639,-1.7971191,2.9194336,0.10571289
3200,1,38.379936,-2.2685547,0.43023682,0.10571289
3202,0,23.077934,-0.6147461,0.8687744,0.10571289
3205,0,14.954989,-0.8156738,-2.6079102,0.10571289
3209,0,52.74446,-0.9334717,0.59558105,0.10571289
3209,1,41.36015,-1.479248,3.0874023,0.10571289
3209,2,36.881927,1.0969238,-2.5854492,0.10571289
3209,3,34.110714,-0.47644043,-0.22290039,0.10571289
3210,0,65.39517,0.8914795,2.7978516,0.10571289
3210,1,32.817974,0.798584,-0.5773926,0.10571289
3211,0,32.29737,1.3557129,-2.0625,0.10571289
3211,1,26.796675,-0.5834961,0.8824463,0.10571289
3220,0,23.118784,-1.6223145,1.2883301,0.10571289
3221,0,40.115208,0.5024414,-0.3717041,0.10571289
3226,0,13.027758,1.1022949,3.0322266,0.10571289
3226,1,10.207393,0.3867798,3.0092773,0.10571289
3232,0,36.140778,1.5153809,-2.390625,0.10571289
3232,1,31.594099,0.103012085,0.68811035,0.10571289
3234,0,25.202871,1.4829102,1.9604492,0.10571289
3237,0,12.004047,-0.10067749,1.4726562,0.10571289
3242,0,29.011902,-2.2495117,-2.3217773,0.10571289
3242,1,11.327583,-2.1933594,-1.862793,0.10571289
3243,0,26.226814,2.0942383,-1.8391113,0.10571289
3246,0,36.165493,1.057373,-1.8510742,0.10571289
3248,0,32.227783,1.7006836,-0.65771484,0.10571289
3248,1,10.778977,-0.93688965,-2.8950195,0.10571289
3250,0,63.340157,-2.0019531,-0.5325928,0.10571289
3252,0,23.46576,2.1796875,-0.85046387,0.10571289
3253,0,48.665775,0.73986816,-2.5395508,0.10571289
3254,0,24.90014,-2.2739258,2.7753906,0.10571289
3257,0,67.68139,2.2578125,2.349121,0.10571289
3257,1,52.09911,2.171875,-1.0012207,0.10571289
3260,0,15.877331,1.0285645,1.0244141,0.10571289
3266,0,81.63487,-1.2814941,-0.20547485,0.10571289
3266,1,25.764645,-1.5966797,2.828125,0.10571289
3267,0,13.9417,-0.23043823,-3.116211,0.10571289
3267,1,13.23499,0.45336914,-2.8203125,0.10571289
3269,0,53.248936,1.3852539,-1.0158691,0.10571289
3270,0,29.378284,2.1655273,-1.1689453,0.10571289
3273,0,23.312754,2.2138672,-2.9223633,0.10571289
3279,0,46.447968,0.6829834,0.69714355,0.10571289
3279,1,45.192112,0.6019287,-2.4301758,0.10571289
3283,0,41.728,-0.932251,-1.4570312,0.10571289
3283,1,40.129475,-0.87841797,1.5935059,0.10571289
3283,2,35.744938,-0.82373047,-1.7888184,0.10571289
3285,0,39.41234,1.8503418,-0.5814209,0.10571289
3285,1,30.972021,1.8442383,1.8146973,0.10571289
3293,0,37.362633,2.2749023,1.9914551,0.10571289
3296,0,45.417545,1.5803223,-2.1923828,0.10571289
3296,1,32.015842,1.5002441,1.2421875,0.10571289
3296,2,11.754913,2.0083008,-1.7148438,0.10571289
3301,0,71.889,2.078125,3.0498047,0.10571289
3301,1,48.737537,1.347168,-1.5874023,0.10571289
3304,0,34.59914,-0.05366516,-0.08103943,0.10571289
3304,1,31.922325,0.05366516,-2.644043,0.10571289
3304,2,20.353712,0.2687378,2.2631836,0.10571289
3308,0,44.029457,-0.33581543,-2.4208984,0.10571289
3308,1,39.53543,0.2921753,0.40093994,0.10571289
3309,0,41.12568,0.068603516,2.3735352,0.10571289
3309,1,16.601439,0.86987305,-0.94750977,0.10571289
3317,0,18.147081,-0.06802368,3.03125,0.10571289
3320,0,14.618515,-0.040763855,-1.1628418,0.10571289
3320,1,11.345005,-0.6940918,-2.3007812,0.10571289
3324,0,11.075356,-2.0654297,3.1079102,0.10571289
3327,0,10.0393505,-1.2016602,-1.1044922,0.10571289
3332,0,49.931175,2.2392578,2.7460938,0.10571289
3332,1,39.75857,0.6278076,-2.635254,0.10571289
3338,0,19.65693,2.239746,1.2155762,0.10571289
3339,0,26.558989,0.08135986,2.6728516,0.10571289
3342,0,46.06666,2.1298828,2.3691406,0.10571289
3349,0,44.328762,-0.8321533,0.74438477,0.10571289
3349,1,29.82147,0.6843262,-2.3808594,0.10571289
3350,0,28.870378,-2.3793945,0.6242676,0.10571289
3352,0,23.277418,0.5734863,-2.199707,0.10571289
3357,0,24.754189,1.4104004,-2.2797852,0.10571289
3358,0,25.275536,-0.07635498,2.413086,0.10571289
3358,1,14.159044,1.0437012,0.51416016,0.10571289
3358,2,12.240907,0.75109863,0.19699097,0.10571289
3359,0,32.07161,0.4798584,0.15505981,0.10571289
3361,0,17.466276,0.012783051,0.10070801,0.10571289
3367,0,42.80992,0.18963623,-1.8918457,0.10571289
3367,1,26.86948,0.06466675,2.1469727,0.10571289
3369,0,23.374092,-2.288086,-2.2666016,0.10571289
3370,0,38.143906,1.6691895,0.48345947,0.10571289
3370,1,32.42682,-0.027172089,-2.8276367,0.10571289
3370,2,13.290716,-0.3204956,-2.6762695,0.10571289
3374,0,26.688389,2.2148438,-2.086914,0.10571289
3387,0,50.064598,-0.20196533,-1.0588379,0.10571289
3387,1,45.770687,-0.48486328,2.7148438,0.10571289
3387,2,36.260227,0.89489746,1.5610352,0.10571289
3387,3,21.387627,-1.5771484,0.9477539,0.10571289
3388,0,44.78549,1.9243164,0.7807617,0.10571289
3388,1,42.830826,1.925293,-2.052246,0.10571289
3390,0,32.765102,-0.20178223,-2.3857422,0.10571289
3390,1,18.463186,1.5939941,0.71972656,0.10571289
3391,0,43.525116,-0.26397705,-2.647461,0.10571289
3391,1,22.85761,1.3574219,-1.1247559,0.10571289
3393,0,15.449693,2.3076172,-2.8745117,0.10571289
3395,0,112.84951,-0.14022827,-0.6999512,0.10571289
3395,1,82.16705,-0.7684326,2.3925781,0.10571289
3395,2,11.876247,0.34820557,-0.73461914,0.10571289
3396,0,16.831127,-1.8288574,2.3862305,0.10571289
3398,0,27.997757,0.6541748,-0.4630127,0.10571289
3401,0,19.754383,0.95874023,-2.5947266,0.10571289
3403,0,47.67884,0.9628906,1.9926758,0.10571289
3403,1,38.765606,0.19589233,-0.65319824,0.10571289
3405,0,18.300943,0.42364502,1.2788086,0.10571289
3412,0,43.835712,-0.17459106,-2.269043,0.10571289
3412,1,32.348824,0.20748901,1.1032715,0.10571289
3414,0,40.951393,-0.20327759,-1.802002,0.10571289
3414,1,27.596813,0.45196533,1.3586426,0.10571289
3417,0,48.452892,-1.8371582,-1.348877,0.10571289
3417,1,14.4755945,-0.69311523,-0.7102051,0.10571289
3423,0,24.101418,-1.4689941,1.7089844,0.10571289
3429,0,41.748653,-1.4870605,2.425293,0.10571289
3431,0,40.233135,-1.9567871,-0.06224823,0.10571289
3433,0,55.525642,1.6782227,0.50671387,0.10571289
3433,1,38.42316,1.3522949,-2.2875977,0.10571289
3434,0,15.484848,1.6179199,-3.0253906,0.10571289
3435,0,11.3192,2.3579102,-1.7526855,0.10571289
3439,0,15.57702,0.30725098,1.6901855,0.10571289
3439,1,15.559633,0.99243164,-3.0283203,0.10571289
3441,0,11.751695,0.76538086,0.3930664,0.10571289
3444,0,23.80544,-1.3027344,1.0471191,0.10571289
3444,1,12.315183,0.8327637,-2.0996094,0.10571289
3458,0,43.85212,1.847168,1.854248,0.10571289
3458,1,23.381557,0.1670227,-2.3242188,0.10571289
3462,0,29.002144,-0.22088623,2.0581055,0.10571289
3466,0,33.47236,1.0810547,2.2905273,0.10571289
3466,1,26.727278,-0.052825928,-1.4599609,0.10571289
3468,0,45.96426,1.637207,-0.15493774,0.10571289
3468,1,45.332882,1.2148438,-2.9199219,0.10571289
3470,0,154.25386,-0.9562988,-2.6313477,0.10571289
3470,1,34.523643,-0.5834961,-2.116211,0.10571289
3470,2,13.597505,-0.8803711,-1.7067871,0.10571289
3471,0,24.068048,-0.44366455,-1.0197754,0.10571289
3475,0,20.128574,-0.48638916,-0.4645996,0.10571289
3484,0,41.964626,-0.2168274,0.44561768,0.10571289
3484,1,18.99975,0.45794678,-2.6435547,0.10571289
3484,2,13.048169,0.41455078,-2.699707,0.10571289
3484,3,12.165085,0.64953613,-2.3378906,0.10571289
3487,0,11.782682,-1.4020996,1.9509277,0.10571289
3487,1,10.8851595,-2.0810547,1.5727539,0.10571289
3489,0,22.09129,-0.80114746,2.3564453,0.10571289
3489,1,14.458471,-0.7077637,-0.7624512,0.10571289
3492,0,41.342247,0.64538574,-1.645752,0.10571289
3492,1,31.287111,0.040771484,1.939209,0.10571289
3498,0,48.27519,2.3466797,3.0307617,0.10571289
3499,0,55.290672,-0.00055480003,1.4248047,0.10571289
3499,1,34.942596,0.7747803,-2.6328125,0.10571289
3502,0,68.74591,-2.0771484,-0.82995605,0.10571289
3502,1,33.491226,-2.0859375,1.9287109,0.10571289
3504,0,12.332941,0.3998413,-2.8720703,0.10571289
